code_iris,revenu_median,taux_pauvrete,code_arrondissement,annee
751197305,28460.0,22.0,75119,2021
751197306,13680.0,50.0,75119,2021
751197307,16170.0,42.0,75119,2021
751197308,14610.0,47.0,75119,2021
751197309,21670.0,30.0,75119,2021
751197310,17580.0,37.0,75119,2021
751197311,25730.0,26.0,75119,2021
751197312,17970.0,37.0,75119,2021
751197313,25750.0,26.0,75119,2021
751197314,19180.0,34.0,75119,2021
751197315,24790.0,26.0,75119,2021
751197316,23910.0,29.0,75119,2021
751197317,17560.0,39.0,75119,2021
751197401,17190.0,39.0,75119,2021
751197402,26120.0,23.0,75119,2021
751197403,20510.0,31.0,75119,2021
751197404,23480.0,29.0,75119,2021
751197405,18910.0,36.0,75119,2021
751197406,19230.0,35.0,75119,2021
751197408,14710.0,46.0,75119,2021
751197409,14860.0,47.0,75119,2021
751197410,13490.0,51.0,75119,2021
751197411,27130.0,23.0,75119,2021
751197413,19500.0,33.0,75119,2021
751197501,25190.0,29.0,75119,2021
751197502,24490.0,28.0,75119,2021
751197503,23120.0,31.0,75119,2021
751197504,17070.0,39.0,75119,2021
751197505,24320.0,23.0,75119,2021
751197506,32100.0,15.0,75119,2021
751197507,27670.0,25.0,75119,2021
751197508,32770.0,15.0,75119,2021
751197509,15630.0,43.0,75119,2021
751197510,24660.0,25.0,75119,2021
751197511,22590.0,26.0,75119,2021
751197512,14200.0,49.0,75119,2021
751197513,16960.0,37.0,75119,2021
751197514,38780.0,12.0,75119,2021
751197515,36590.0,13.0,75119,2021
751197516,14320.0,47.0,75119,2021
751197517,16780.0,41.0,75119,2021
751197518,13570.0,51.0,75119,2021
751197519,17020.0,39.0,75119,2021
751197520,25490.0,28.0,75119,2021
751197521,26350.0,23.0,75119,2021
751197522,27500.0,24.0,75119,2021
751197523,27960.0,19.0,75119,2021
751197524,32180.0,17.0,75119,2021
751197601,30940.0,17.0,75119,2021
751197602,32600.0,17.0,75119,2021
751197603,33800.0,14.0,75119,2021
751197604,34070.0,17.0,75119,2021
751197605,21270.0,32.0,75119,2021
751197606,20580.0,31.0,75119,2021
751197607,36600.0,11.0,75119,2021
751197608,24460.0,27.0,75119,2021
751197609,30840.0,18.0,75119,2021
751197610,15320.0,43.0,75119,2021
751197611,30400.0,19.0,75119,2021
751197612,35460.0,17.0,75119,2021
751197613,31350.0,19.0,75119,2021
751197614,27870.0,23.0,75119,2021
751197615,32170.0,21.0,75119,2021
751197616,17820.0,37.0,75119,2021
751207701,23760.0,28.0,75120,2021
751207702,30900.0,20.0,75120,2021
751207703,19040.0,35.0,75120,2021
751207704,25080.0,25.0,75120,2021
751207705,19640.0,33.0,75120,2021
751207706,26960.0,22.0,75120,2021
751207707,23740.0,29.0,75120,2021
751207708,16750.0,40.0,75120,2021
751207709,14480.0,49.0,75120,2021
751207710,20050.0,36.0,75120,2021
751207711,20300.0,34.0,75120,2021
751207712,27320.0,24.0,75120,2021
751207713,18160.0,37.0,75120,2021
751207714,29530.0,20.0,75120,2021
751207801,17020.0,39.0,75120,2021
751207802,28140.0,24.0,75120,2021
751207803,13280.0,51.0,75120,2021
751207804,14320.0,47.0,75120,2021
751207805,30990.0,19.0,75120,2021
751207806,26970.0,23.0,75120,2021
751207807,33590.0,15.0,75120,2021
751207808,23720.0,27.0,75120,2021
751207809,29070.0,16.0,75120,2021
751207810,18200.0,38.0,75120,2021
751207811,25010.0,25.0,75120,2021
751207812,32220.0,15.0,75120,2021
751207813,17740.0,37.0,75120,2021
751207814,21280.0,32.0,75120,2021
751207815,25600.0,30.0,75120,2021
751207816,29990.0,18.0,75120,2021
751207901,29400.0,18.0,75120,2021
751207902,31340.0,18.0,75120,2021
751207903,30220.0,18.0,75120,2021
751207904,31800.0,17.0,75120,2021
751207905,30950.0,17.0,75120,2021
751207906,18300.0,36.0,75120,2021
751207907,25390.0,25.0,75120,2021
751207908,18860.0,35.0,75120,2021
751207909,33160.0,11.0,75120,2021
751207910,16550.0,42.0,75120,2021
751207911,24120.0,30.0,75120,2021
751207912,29560.0,19.0,75120,2021
751207913,34050.0,14.0,75120,2021
751207914,33810.0,12.0,75120,2021
751207915,33110.0,13.0,75120,2021
751207916,24300.0,27.0,75120,2021
751208001,15750.0,43.0,75120,2021
751208002,31300.0,17.0,75120,2021
751208003,25510.0,21.0,75120,2021
751208004,39950.0,9.0,75120,2021
751208005,31770.0,21.0,75120,2021
751208006,34990.0,16.0,75120,2021
751208007,20600.0,30.0,75120,2021
751208008,14910.0,46.0,75120,2021
751208009,13690.0,51.0,75120,2021
751208010,17440.0,35.0,75120,2021
751208011,14340.0,49.0,75120,2021
751208012,19350.0,35.0,75120,2021
751208013,24770.0,26.0,75120,2021
751208014,26360.0,24.0,75120,2021
751208015,32680.0,18.0,75120,2021
751208016,24940.0,26.0,75120,2021
751208017,25570.0,29.0,75120,2021
751208018,20860.0,29.0,75120,2021
751208019,20540.0,32.0,75120,2021
751208020,13120.0,53.0,75120,2021
751208021,14890.0,45.0,75120,2021
751208022,20830.0,29.0,75120,2021
751208023,22800.0,28.0,75120,2021
751208024,28040.0,21.0,75120,2021
751208025,25080.0,24.0,75120,2021
751208026,34530.0,13.0,75120,2021
