GEO,FREQ,TIME_PERIOD,POPREF_MEASURE,OBS_VALUE_NIVEAU
2025-ARR-062,A,2023,PCAP,5649.0
2025-ARR-402,A,2023,PMUN,190053.0
2025-ARR-072,A,2023,PCAP,2056.0
2025-ARR-461,A,2023,PCAP,2151.0
2025-ARR-371,A,2023,PMUN,104349.0
2025-ARR-653,A,2023,PCAP,3496.0
2025-COM-01259,A,2023,PMUN,709.0
2025-COM-01216,A,2023,PMUN,886.0
2025-COM-01237,A,2023,PTOT,1704.0
2025-COM-01124,A,2023,PMUN,703.0
2025-COM-01241,A,2023,PCAP,46.0
2025-COM-01196,A,2023,PMUN,1261.0
2025-COM-01110,A,2023,PTOT,159.0
2025-COM-01139,A,2023,PTOT,484.0
2025-COM-01196,A,2023,PTOT,1283.0
2025-COM-02073,A,2023,PMUN,722.0
2025-COM-01456,A,2023,PTOT,77.0
2025-COM-02104,A,2023,PCAP,1.0
2025-COM-02081,A,2023,PCAP,12.0
2025-COM-02069,A,2023,PCAP,3.0
2025-COM-02160,A,2023,PTOT,515.0
2025-COM-02080,A,2023,PTOT,324.0
2025-COM-02049,A,2023,PTOT,767.0
2025-COM-01423,A,2023,PMUN,1257.0
2025-COM-01422,A,2023,PMUN,1425.0
2025-COM-01382,A,2023,PTOT,360.0
2025-COM-01356,A,2023,PMUN,228.0
2025-COM-01284,A,2023,PTOT,746.0
2025-COM-01389,A,2023,PCAP,36.0
2025-COM-01185,A,2023,PCAP,155.0
2025-COM-01288,A,2023,PCAP,61.0
2025-COM-01360,A,2023,PCAP,38.0
2025-COM-01396,A,2023,PTOT,1035.0
2025-DEP-18,A,2023,PCAP,6573.0
2025-REG-11,A,2023,PCAP,108714.0
2025-COM-01029,A,2023,PCAP,11.0
2025-COM-01052,A,2023,PMUN,318.0
2025-DEP-26,A,2023,PCAP,12741.0
2025-COM-01013,A,2023,PCAP,2.0
2025-DEP-39,A,2023,PTOT,266940.0
2025-COM-01023,A,2023,PTOT,79.0
2025-DEP-49,A,2023,PCAP,19992.0
2025-DEP-971,A,2023,PMUN,384160.0
2025-DEP-43,A,2023,PCAP,6921.0
2025-DEP-972,A,2023,PMUN,360630.0
2025-ARR-024,A,2023,PTOT,109031.0
2025-ARR-371,A,2023,PTOT,106391.0
2025-ARR-773,A,2023,PTOT,190368.0
2025-ARR-272,A,2023,PTOT,225282.0
2025-ARR-9712,A,2023,PTOT,202751.0
2025-ARR-9711,A,2023,PTOT,185742.0
2025-ARR-634,A,2023,PMUN,138294.0
2025-ARR-913,A,2023,PMUN,653190.0
2025-ARR-401,A,2023,PTOT,250213.0
2025-ARR-811,A,2023,PMUN,198659.0
2025-ARR-451,A,2023,PTOT,173030.0
2025-ARR-832,A,2023,PTOT,604767.0
2025-COM-02271,A,2023,PCAP,2.0
2025-COM-02313,A,2023,PMUN,420.0
2025-COM-02273,A,2023,PMUN,191.0
2025-COM-02326,A,2023,PMUN,483.0
2025-COM-02184,A,2023,PMUN,329.0
2025-COM-02274,A,2023,PTOT,166.0
2025-ARR-175,A,2023,PMUN,52774.0
2025-ARR-883,A,2023,PCAP,2593.0
2025-ARR-562,A,2023,PCAP,4992.0
2025-ARR-153,A,2023,PCAP,1303.0
2025-ARR-312,A,2023,PMUN,77626.0
2025-ARR-2B2,A,2023,PMUN,93433.0
2025-ARR-323,A,2023,PCAP,1686.0
2025-ARR-751,A,2023,PCAP,15634.0
2025-ARR-081,A,2023,PCAP,3258.0
2025-ARR-9741,A,2023,PCAP,2200.0
2025-ARR-514,A,2023,PCAP,784.0
2025-ARR-133,A,2023,PMUN,1106776.0
2025-COM-02585,A,2023,PMUN,245.0
2025-COM-02661,A,2023,PCAP,2.0
2025-COM-02594,A,2023,PMUN,131.0
2025-COM-02784,A,2023,PCAP,2.0
2025-COM-02580,A,2023,PTOT,803.0
2025-COM-02558,A,2023,PCAP,27.0
2025-COM-02580,A,2023,PCAP,18.0
2025-COM-02610,A,2023,PCAP,14.0
2025-COM-02652,A,2023,PCAP,1.0
2025-COM-02527,A,2023,PTOT,474.0
2025-COM-03138,A,2023,PMUN,3138.0
2025-COM-03071,A,2023,PCAP,7.0
2025-COM-03079,A,2023,PTOT,282.0
2025-COM-03122,A,2023,PCAP,13.0
2025-COM-03082,A,2023,PTOT,6179.0
2025-COM-03131,A,2023,PCAP,7.0
2025-COM-03169,A,2023,PCAP,8.0
2025-COM-03182,A,2023,PTOT,274.0
2025-COM-02443,A,2023,PMUN,202.0
2025-COM-02395,A,2023,PTOT,124.0
2025-COM-02340,A,2023,PCAP,66.0
2025-COM-02406,A,2023,PMUN,126.0
2025-COM-02432,A,2023,PMUN,192.0
2025-COM-02409,A,2023,PMUN,283.0
2025-COM-02355,A,2023,PCAP,24.0
2025-COM-02414,A,2023,PCAP,8.0
2025-COM-02382,A,2023,PMUN,1343.0
2025-COM-02495,A,2023,PTOT,1046.0
2025-COM-04231,A,2023,PCAP,5.0
2025-COM-04155,A,2023,PMUN,172.0
2025-COM-04201,A,2023,PCAP,2.0
2025-COM-04110,A,2023,PTOT,982.0
2025-COM-04104,A,2023,PMUN,385.0
2025-COM-04067,A,2023,PCAP,1.0
2025-COM-02148,A,2023,PCAP,1.0
2025-COM-02140,A,2023,PCAP,7.0
2025-COM-02152,A,2023,PCAP,2.0
2025-COM-02114,A,2023,PTOT,1825.0
2025-COM-02100,A,2023,PMUN,137.0
2025-COM-02142,A,2023,PTOT,250.0
2025-COM-02133,A,2023,PCAP,9.0
2025-COM-02010,A,2023,PMUN,163.0
2025-COM-02137,A,2023,PMUN,126.0
2025-COM-02064,A,2023,PTOT,3726.0
2025-COM-02019,A,2023,PTOT,354.0
2025-COM-02132,A,2023,PCAP,10.0
2025-COM-01128,A,2023,PCAP,4.0
2025-COM-01237,A,2023,PMUN,1664.0
2025-COM-01141,A,2023,PMUN,424.0
2025-COM-01197,A,2023,PTOT,395.0
2025-COM-01257,A,2023,PTOT,379.0
2025-COM-01074,A,2023,PCAP,37.0
2025-COM-01143,A,2023,PMUN,10464.0
2025-COM-01167,A,2023,PTOT,723.0
2025-COM-01208,A,2023,PMUN,138.0
2025-COM-01152,A,2023,PMUN,784.0
2025-COM-01233,A,2023,PTOT,141.0
2025-COM-01075,A,2023,PMUN,1505.0
2025-COM-01412,A,2023,PMUN,602.0
2025-COM-01289,A,2023,PMUN,6444.0
2025-COM-01428,A,2023,PMUN,128.0
2025-COM-01405,A,2023,PMUN,1286.0
2025-COM-01376,A,2023,PCAP,43.0
2025-COM-01313,A,2023,PMUN,9153.0
2025-COM-01275,A,2023,PCAP,39.0
2025-COM-01444,A,2023,PCAP,28.0
2025-COM-01282,A,2023,PMUN,263.0
2025-COM-01386,A,2023,PTOT,1213.0
2025-COM-01033,A,2023,PTOT,17031.0
2025-COM-01387,A,2023,PMUN,260.0
2025-COM-02722,A,2023,PCAP,618.0
2025-COM-02704,A,2023,PTOT,205.0
2025-COM-02730,A,2023,PMUN,272.0
2025-COM-02797,A,2023,PTOT,171.0
2025-COM-02808,A,2023,PCAP,5.0
2025-COM-02795,A,2023,PTOT,1627.0
2025-COM-02675,A,2023,PMUN,127.0
2025-COM-03019,A,2023,PCAP,33.0
2025-COM-02747,A,2023,PCAP,2.0
2025-COM-02822,A,2023,PCAP,8.0
2025-COM-02832,A,2023,PMUN,179.0
2025-COM-07267,A,2023,PCAP,5.0
2025-COM-07207,A,2023,PCAP,19.0
2025-COM-07272,A,2023,PTOT,386.0
2025-COM-07324,A,2023,PTOT,11849.0
2025-COM-07206,A,2023,PMUN,63.0
2025-COM-07248,A,2023,PCAP,2.0
2025-COM-02178,A,2023,PTOT,129.0
2025-COM-02211,A,2023,PCAP,5.0
2025-COM-02210,A,2023,PMUN,352.0
2025-COM-02181,A,2023,PTOT,98.0
2025-COM-02218,A,2023,PTOT,662.0
2025-COM-02293,A,2023,PTOT,552.0
2025-COM-02193,A,2023,PTOT,63.0
2025-COM-02214,A,2023,PCAP,1.0
2025-COM-02281,A,2023,PMUN,241.0
2025-COM-02227,A,2023,PMUN,126.0
2025-COM-02231,A,2023,PCAP,16.0
2025-COM-02335,A,2023,PCAP,8.0
2025-COM-09207,A,2023,PMUN,1437.0
2025-COM-09132,A,2023,PCAP,4.0
2025-COM-09085,A,2023,PMUN,428.0
2025-COM-09158,A,2023,PTOT,259.0
2025-COM-09217,A,2023,PCAP,3.0
2025-COM-09289,A,2023,PMUN,1381.0
2025-COM-09225,A,2023,PMUN,16473.0
2025-COM-09077,A,2023,PCAP,1.0
2025-COM-09212,A,2023,PTOT,103.0
2025-COM-09120,A,2023,PCAP,4.0
2025-COM-09104,A,2023,PCAP,16.0
2025-DEP-75,A,2023,PMUN,2103778.0
2025-DEP-41,A,2023,PTOT,337089.0
2025-DEP-33,A,2023,PTOT,1716986.0
2025-DEP-35,A,2023,PCAP,24620.0
2025-DEP-53,A,2023,PCAP,8978.0
2025-DEP-66,A,2023,PTOT,504938.0
2025-REG-28,A,2023,PMUN,3345842.0
2025-DEP-11,A,2023,PMUN,379648.0
2025-DEP-47,A,2023,PMUN,333602.0
2025-DEP-12,A,2023,PTOT,289413.0
2025-DEP-07,A,2023,PCAP,8368.0
2025-COM-01024,A,2023,PCAP,67.0
2025-COM-09318,A,2023,PCAP,2.0
2025-COM-09277,A,2023,PMUN,651.0
2025-COM-10058,A,2023,PMUN,217.0
2025-COM-09267,A,2023,PCAP,2.0
2025-COM-10042,A,2023,PTOT,196.0
2025-COM-05074,A,2023,PMUN,196.0
2025-COM-05046,A,2023,PCAP,345.0
2025-COM-05169,A,2023,PCAP,0.0
2025-COM-05060,A,2023,PMUN,169.0
2025-COM-05106,A,2023,PMUN,318.0
2025-COM-05033,A,2023,PCAP,0.0
2025-COM-05139,A,2023,PTOT,948.0
2025-COM-05055,A,2023,PMUN,287.0
2025-COM-05087,A,2023,PTOT,548.0
2025-COM-05057,A,2023,PTOT,282.0
2025-COM-05026,A,2023,PCAP,5.0
2025-COM-04104,A,2023,PTOT,396.0
2025-COM-04120,A,2023,PTOT,88.0
2025-COM-04240,A,2023,PCAP,3.0
2025-COM-04219,A,2023,PMUN,247.0
2025-COM-04124,A,2023,PCAP,6.0
2025-COM-04065,A,2023,PTOT,663.0
2025-COM-04211,A,2023,PCAP,6.0
2025-COM-04135,A,2023,PCAP,3.0
2025-COM-04150,A,2023,PTOT,208.0
2025-COM-04070,A,2023,PMUN,17979.0
2025-COM-04218,A,2023,PTOT,212.0
2025-COM-04136,A,2023,PTOT,349.0
2025-COM-07001,A,2023,PCAP,12.0
2025-COM-06144,A,2023,PMUN,540.0
2025-COM-07018,A,2023,PCAP,0.0
2025-COM-06122,A,2023,PCAP,97.0
2025-COM-06063,A,2023,PTOT,65.0
2025-COM-06131,A,2023,PMUN,47.0
2025-COM-08344,A,2023,PCAP,5.0
2025-COM-08322,A,2023,PMUN,321.0
2025-ARR-112,A,2023,PMUN,42820.0
2025-ARR-492,A,2023,PCAP,6342.0
2025-ARR-183,A,2023,PCAP,1160.0
2025-ARR-501,A,2023,PCAP,4373.0
2025-ARR-412,A,2023,PMUN,67208.0
2025-ARR-9721,A,2023,PCAP,1352.0
2025-ARR-463,A,2023,PMUN,47182.0
2025-ARR-093,A,2023,PMUN,41146.0
2025-ARR-322,A,2023,PMUN,67424.0
2025-ARR-531,A,2023,PCAP,2011.0
2025-ARR-625,A,2023,PCAP,3070.0
2025-ARR-761,A,2023,PCAP,5495.0
2025-COM-03195,A,2023,PTOT,2433.0
2025-COM-03165,A,2023,PCAP,83.0
2025-COM-03157,A,2023,PCAP,19.0
2025-COM-03134,A,2023,PCAP,1.0
2025-COM-03164,A,2023,PCAP,4.0
2025-COM-03189,A,2023,PMUN,692.0
2025-COM-03121,A,2023,PCAP,18.0
2025-COM-03118,A,2023,PMUN,5610.0
2025-COM-03094,A,2023,PTOT,3299.0
2025-COM-03185,A,2023,PCAP,960.0
2025-COM-03106,A,2023,PMUN,1280.0
2025-COM-03178,A,2023,PCAP,5.0
2025-COM-08201,A,2023,PMUN,102.0
2025-COM-08060,A,2023,PCAP,4.0
2025-COM-08197,A,2023,PTOT,39.0
2025-COM-08029,A,2023,PCAP,0.0
2025-COM-08113,A,2023,PCAP,6.0
2025-COM-08047,A,2023,PMUN,102.0
2025-COM-08187,A,2023,PMUN,314.0
2025-COM-08115,A,2023,PMUN,514.0
2025-COM-08123,A,2023,PCAP,3.0
2025-COM-08098,A,2023,PTOT,55.0
2025-ARR-674,A,2023,PMUN,129293.0
2025-ARR-771,A,2023,PMUN,350034.0
2025-ARR-531,A,2023,PMUN,73131.0
2025-ARR-231,A,2023,PTOT,43810.0
2025-ARR-621,A,2023,PMUN,250064.0
2025-ARR-584,A,2023,PTOT,43166.0
2025-ARR-862,A,2023,PMUN,65211.0
2025-ARR-514,A,2023,PTOT,43749.0
2025-ARR-9723,A,2023,PTOT,116235.0
2025-ARR-9712,A,2023,PMUN,200896.0
2025-ARR-713,A,2023,PTOT,87116.0
2025-ARR-193,A,2023,PTOT,42355.0
2025-COM-07051,A,2023,PCAP,13.0
2025-COM-09061,A,2023,PCAP,5.0
2025-COM-08432,A,2023,PMUN,94.0
2025-COM-09006,A,2023,PTOT,57.0
2025-COM-09052,A,2023,PMUN,163.0
2025-COM-09001,A,2023,PTOT,60.0
2025-COM-09066,A,2023,PCAP,12.0
2025-COM-08449,A,2023,PMUN,702.0
2025-COM-09051,A,2023,PMUN,152.0
2025-COM-09062,A,2023,PMUN,219.0
2025-COM-09032,A,2023,PTOT,1359.0
2025-COM-08415,A,2023,PCAP,10.0
2025-COM-09063,A,2023,PTOT,115.0
2025-COM-13117,A,2023,PTOT,37134.0
2025-COM-07024,A,2023,PTOT,668.0
2025-COM-07096,A,2023,PTOT,370.0
2025-COM-07137,A,2023,PCAP,0.0
2025-COM-07185,A,2023,PCAP,10.0
2025-COM-07141,A,2023,PTOT,243.0
2025-COM-07102,A,2023,PTOT,11398.0
2025-COM-07066,A,2023,PTOT,3333.0
2025-COM-07024,A,2023,PMUN,648.0
2025-COM-07165,A,2023,PTOT,557.0
2025-COM-07138,A,2023,PTOT,2314.0
2025-COM-07128,A,2023,PMUN,388.0
2025-COM-07065,A,2023,PMUN,289.0
2025-COM-02372,A,2023,PMUN,343.0
2025-COM-02508,A,2023,PTOT,145.0
2025-COM-02372,A,2023,PCAP,6.0
2025-COM-02522,A,2023,PMUN,79.0
2025-COM-02359,A,2023,PTOT,1299.0
2025-COM-02431,A,2023,PMUN,385.0
2025-COM-02385,A,2023,PCAP,4.0
2025-COM-02445,A,2023,PMUN,266.0
2025-COM-02463,A,2023,PMUN,83.0
2025-COM-02444,A,2023,PTOT,112.0
2025-COM-02488,A,2023,PMUN,161.0
2025-COM-02486,A,2023,PMUN,107.0
2025-COM-11262,A,2023,PCAP,1082.0
2025-COM-11181,A,2023,PCAP,8.0
2025-COM-11188,A,2023,PTOT,2015.0
2025-COM-11197,A,2023,PMUN,622.0
2025-COM-10249,A,2023,PCAP,8.0
2025-COM-10184,A,2023,PTOT,125.0
2025-COM-10210,A,2023,PMUN,466.0
2025-COM-02549,A,2023,PCAP,22.0
2025-COM-02576,A,2023,PMUN,325.0
2025-COM-02526,A,2023,PTOT,98.0
2025-COM-02521,A,2023,PMUN,1305.0
2025-COM-02561,A,2023,PCAP,3.0
2025-COM-02644,A,2023,PMUN,360.0
2025-COM-02609,A,2023,PCAP,1.0
2025-COM-02528,A,2023,PMUN,208.0
2025-COM-02619,A,2023,PTOT,600.0
2025-COM-02671,A,2023,PTOT,280.0
2025-COM-02563,A,2023,PTOT,136.0
2025-COM-02661,A,2023,PMUN,226.0
2025-COM-13039,A,2023,PTOT,16074.0
2025-COM-13020,A,2023,PTOT,2279.0
2025-COM-13050,A,2023,PCAP,248.0
2025-COM-02044,A,2023,PCAP,0.0
2025-COM-07247,A,2023,PTOT,894.0
2025-COM-11378,A,2023,PTOT,224.0
2025-COM-14491,A,2023,PTOT,203.0
2025-COM-14497,A,2023,PCAP,8.0
2025-COM-14601,A,2023,PCAP,4.0
2025-COM-14460,A,2023,PMUN,1383.0
2025-COM-14460,A,2023,PTOT,1404.0
2025-COM-08282,A,2023,PTOT,1071.0
2025-COM-08332,A,2023,PCAP,4.0
2025-COM-08219,A,2023,PMUN,119.0
2025-COM-08316,A,2023,PCAP,14.0
2025-COM-08339,A,2023,PMUN,303.0
2025-COM-08318,A,2023,PMUN,354.0
2025-COM-08297,A,2023,PTOT,305.0
2025-COM-08249,A,2023,PCAP,3.0
2025-COM-08334,A,2023,PMUN,42.0
2025-COM-08313,A,2023,PCAP,2.0
2025-COM-08286,A,2023,PMUN,95.0
2025-COM-08367,A,2023,PTOT,2311.0
2025-COM-14403,A,2023,PMUN,749.0
2025-COM-14347,A,2023,PMUN,1006.0
2025-COM-14278,A,2023,PCAP,18.0
2025-COM-14196,A,2023,PMUN,222.0
2025-COM-14349,A,2023,PTOT,2186.0
2025-COM-14238,A,2023,PMUN,113.0
2025-COM-14221,A,2023,PCAP,61.0
2025-COM-02090,A,2023,PMUN,194.0
2025-COM-02123,A,2023,PTOT,303.0
2025-COM-02050,A,2023,PMUN,316.0
2025-COM-02086,A,2023,PTOT,991.0
2025-COM-02012,A,2023,PCAP,1.0
2025-COM-02006,A,2023,PCAP,2.0
2025-COM-01451,A,2023,PMUN,7102.0
2025-COM-02158,A,2023,PMUN,272.0
2025-COM-02086,A,2023,PCAP,12.0
2025-COM-01448,A,2023,PMUN,381.0
2025-COM-02094,A,2023,PCAP,6.0
2025-COM-02141,A,2023,PCAP,69.0
2025-COM-01061,A,2023,PCAP,34.0
2025-COM-01195,A,2023,PTOT,1958.0
2025-COM-01107,A,2023,PCAP,2.0
2025-COM-01115,A,2023,PMUN,1356.0
2025-COM-01158,A,2023,PTOT,1101.0
2025-COM-01192,A,2023,PMUN,2299.0
2025-COM-01246,A,2023,PTOT,2209.0
2025-COM-01225,A,2023,PMUN,406.0
2025-COM-01190,A,2023,PTOT,96.0
2025-COM-01078,A,2023,PTOT,1668.0
2025-COM-01242,A,2023,PMUN,129.0
2025-COM-01105,A,2023,PCAP,58.0
2025-COM-07347,A,2023,PTOT,623.0
2025-COM-07331,A,2023,PCAP,47.0
2025-COM-07201,A,2023,PCAP,18.0
2025-COM-08022,A,2023,PMUN,353.0
2025-COM-07321,A,2023,PTOT,363.0
2025-COM-07213,A,2023,PMUN,167.0
2025-COM-07265,A,2023,PMUN,1357.0
2025-COM-07299,A,2023,PMUN,116.0
2025-COM-07349,A,2023,PCAP,62.0
2025-COM-08003,A,2023,PCAP,28.0
2025-COM-07259,A,2023,PTOT,1615.0
2025-COM-07346,A,2023,PMUN,3633.0
2025-COM-03265,A,2023,PTOT,714.0
2025-COM-11109,A,2023,PMUN,50.0
2025-COM-11088,A,2023,PCAP,41.0
2025-COM-11149,A,2023,PCAP,1.0
2025-COM-11082,A,2023,PMUN,11.0
2025-COM-11102,A,2023,PMUN,533.0
2025-COM-11093,A,2023,PCAP,3.0
2025-COM-11138,A,2023,PCAP,15.0
2025-COM-11127,A,2023,PCAP,2.0
2025-COM-11072,A,2023,PMUN,200.0
2025-COM-11084,A,2023,PCAP,14.0
2025-COM-11122,A,2023,PMUN,784.0
2025-COM-11046,A,2023,PCAP,0.0
2025-COM-01398,A,2023,PCAP,21.0
2025-COM-01295,A,2023,PMUN,654.0
2025-COM-01274,A,2023,PMUN,628.0
2025-COM-01323,A,2023,PMUN,996.0
2025-COM-01445,A,2023,PMUN,612.0
2025-COM-01390,A,2023,PCAP,20.0
2025-COM-01268,A,2023,PMUN,239.0
2025-COM-01406,A,2023,PTOT,188.0
2025-COM-01329,A,2023,PTOT,167.0
2025-COM-01285,A,2023,PCAP,31.0
2025-COM-01343,A,2023,PCAP,31.0
2025-COM-01437,A,2023,PCAP,2.0
2025-COM-12222,A,2023,PCAP,3.0
2025-COM-12179,A,2023,PCAP,1.0
2025-COM-12127,A,2023,PMUN,677.0
2025-COM-12231,A,2023,PMUN,639.0
2025-COM-12115,A,2023,PCAP,6.0
2025-COM-12102,A,2023,PCAP,79.0
2025-COM-12216,A,2023,PTOT,1486.0
2025-COM-12109,A,2023,PTOT,99.0
2025-COM-12178,A,2023,PMUN,358.0
2025-COM-12228,A,2023,PTOT,320.0
2025-COM-12139,A,2023,PTOT,149.0
2025-COM-12211,A,2023,PTOT,131.0
2025-COM-14041,A,2023,PMUN,121.0
2025-COM-14131,A,2023,PTOT,228.0
2025-COM-14141,A,2023,PCAP,0.0
2025-COM-14064,A,2023,PTOT,228.0
2025-COM-14042,A,2023,PMUN,1154.0
2025-COM-14097,A,2023,PCAP,2.0
2025-COM-14026,A,2023,PTOT,1184.0
2025-COM-14082,A,2023,PMUN,187.0
2025-COM-14179,A,2023,PCAP,4.0
2025-COM-13116,A,2023,PCAP,14.0
2025-COM-13102,A,2023,PCAP,28.0
2025-COM-14054,A,2023,PMUN,207.0
2025-COM-02708,A,2023,PMUN,219.0
2025-COM-03026,A,2023,PTOT,747.0
2025-COM-02779,A,2023,PMUN,229.0
2025-COM-03007,A,2023,PMUN,383.0
2025-COM-02703,A,2023,PMUN,1087.0
2025-COM-02723,A,2023,PCAP,1.0
2025-COM-02801,A,2023,PMUN,262.0
2025-COM-02736,A,2023,PCAP,3.0
2025-COM-02800,A,2023,PTOT,317.0
2025-COM-02793,A,2023,PTOT,113.0
2025-COM-02735,A,2023,PMUN,16.0
2025-COM-02759,A,2023,PTOT,360.0
2025-COM-02319,A,2023,PTOT,525.0
2025-COM-02305,A,2023,PTOT,2872.0
2025-COM-02306,A,2023,PCAP,9.0
2025-COM-02179,A,2023,PTOT,384.0
2025-COM-02303,A,2023,PMUN,724.0
2025-COM-02318,A,2023,PMUN,1355.0
2025-COM-02222,A,2023,PCAP,0.0
2025-COM-02217,A,2023,PCAP,15.0
2025-COM-02221,A,2023,PMUN,161.0
2025-COM-02212,A,2023,PTOT,683.0
2025-COM-02166,A,2023,PTOT,368.0
2025-COM-02316,A,2023,PTOT,132.0
2025-COM-09329,A,2023,PMUN,701.0
2025-COM-09301,A,2023,PCAP,1.0
2025-COM-10031,A,2023,PCAP,12.0
2025-COM-10056,A,2023,PCAP,2.0
2025-COM-09293,A,2023,PMUN,819.0
2025-COM-09263,A,2023,PTOT,33.0
2025-COM-09285,A,2023,PTOT,772.0
2025-COM-10073,A,2023,PTOT,135.0
2025-COM-09265,A,2023,PMUN,2851.0
2025-COM-09305,A,2023,PTOT,357.0
2025-COM-10072,A,2023,PMUN,32.0
2025-COM-09321,A,2023,PCAP,4.0
2025-COM-04234,A,2023,PTOT,238.0
2025-COM-04189,A,2023,PCAP,8.0
2025-COM-04128,A,2023,PMUN,217.0
2025-COM-04058,A,2023,PMUN,298.0
2025-COM-04139,A,2023,PTOT,535.0
2025-COM-04059,A,2023,PMUN,222.0
2025-COM-04118,A,2023,PMUN,131.0
2025-COM-04217,A,2023,PTOT,757.0
2025-COM-04181,A,2023,PCAP,1.0
2025-COM-04111,A,2023,PTOT,1437.0
2025-COM-04086,A,2023,PMUN,295.0
2025-COM-04193,A,2023,PMUN,215.0
2025-COM-10339,A,2023,PCAP,10.0
2025-COM-10291,A,2023,PCAP,6.0
2025-COM-10406,A,2023,PCAP,35.0
2025-COM-10339,A,2023,PTOT,308.0
2025-COM-10254,A,2023,PCAP,14.0
2025-COM-10303,A,2023,PTOT,67.0
2025-COM-10316,A,2023,PMUN,206.0
2025-COM-10378,A,2023,PCAP,1.0
2025-COM-10360,A,2023,PTOT,1242.0
2025-COM-10382,A,2023,PMUN,1094.0
2025-COM-10336,A,2023,PTOT,464.0
2025-COM-10366,A,2023,PCAP,1.0
2025-COM-03228,A,2023,PCAP,0.0
2025-COM-04049,A,2023,PMUN,5107.0
2025-COM-03275,A,2023,PMUN,1698.0
2025-COM-03270,A,2023,PTOT,141.0
2025-COM-03231,A,2023,PMUN,187.0
2025-COM-03267,A,2023,PTOT,671.0
2025-COM-03247,A,2023,PCAP,32.0
2025-COM-03295,A,2023,PTOT,65.0
2025-COM-03311,A,2023,PTOT,296.0
2025-COM-04030,A,2023,PCAP,1.0
2025-COM-03210,A,2023,PCAP,3.0
2025-COM-04021,A,2023,PMUN,139.0
2025-COM-12023,A,2023,PMUN,117.0
2025-COM-11351,A,2023,PCAP,13.0
2025-COM-11386,A,2023,PTOT,445.0
2025-COM-11429,A,2023,PMUN,4401.0
2025-COM-11426,A,2023,PMUN,1247.0
2025-COM-11362,A,2023,PTOT,210.0
2025-COM-11341,A,2023,PMUN,118.0
2025-COM-12025,A,2023,PTOT,1016.0
2025-COM-11330,A,2023,PMUN,538.0
2025-COM-12012,A,2023,PMUN,753.0
2025-COM-11370,A,2023,PTOT,3446.0
2025-COM-12022,A,2023,PTOT,122.0
2025-COM-09107,A,2023,PMUN,657.0
2025-COM-09123,A,2023,PTOT,109.0
2025-COM-09183,A,2023,PMUN,98.0
2025-COM-09180,A,2023,PTOT,131.0
2025-COM-09201,A,2023,PMUN,70.0
2025-COM-09088,A,2023,PMUN,20.0
2025-COM-09237,A,2023,PCAP,1.0
2025-COM-09204,A,2023,PMUN,263.0
2025-COM-09209,A,2023,PCAP,22.0
2025-COM-09162,A,2023,PCAP,0.0
2025-COM-09103,A,2023,PCAP,21.0
2025-COM-09218,A,2023,PCAP,1.0
2025-COM-07003,A,2023,PCAP,1.0
2025-COM-06081,A,2023,PCAP,2.0
2025-COM-07014,A,2023,PMUN,380.0
2025-COM-07018,A,2023,PMUN,59.0
2025-COM-06146,A,2023,PTOT,148.0
2025-COM-06096,A,2023,PTOT,100.0
2025-COM-06059,A,2023,PCAP,36.0
2025-COM-06160,A,2023,PMUN,82.0
2025-COM-06106,A,2023,PTOT,562.0
2025-COM-07023,A,2023,PCAP,9.0
2025-COM-06054,A,2023,PMUN,5484.0
2025-COM-06021,A,2023,PMUN,740.0
2025-COM-02435,A,2023,PTOT,84.0
2025-COM-02466,A,2023,PTOT,126.0
2025-COM-02354,A,2023,PMUN,80.0
2025-COM-02410,A,2023,PCAP,5.0
2025-COM-02500,A,2023,PCAP,9.0
2025-COM-02359,A,2023,PMUN,1280.0
2025-COM-02464,A,2023,PMUN,377.0
2025-COM-02484,A,2023,PTOT,562.0
2025-COM-02373,A,2023,PTOT,209.0
2025-COM-02354,A,2023,PTOT,80.0
2025-COM-02499,A,2023,PTOT,41.0
2025-COM-02391,A,2023,PMUN,229.0
2025-COM-03037,A,2023,PCAP,0.0
2025-COM-03042,A,2023,PTOT,533.0
2025-COM-03089,A,2023,PCAP,7.0
2025-COM-03130,A,2023,PMUN,273.0
2025-COM-03084,A,2023,PCAP,23.0
2025-COM-03103,A,2023,PTOT,1021.0
2025-COM-03052,A,2023,PTOT,1098.0
2025-COM-03133,A,2023,PCAP,11.0
2025-COM-03166,A,2023,PTOT,332.0
2025-COM-03187,A,2023,PMUN,590.0
2025-COM-03137,A,2023,PTOT,281.0
2025-COM-03130,A,2023,PTOT,278.0
2025-DEP-81,A,2023,PCAP,9881.0
2025-COM-01043,A,2023,PCAP,91.0
2025-DEP-55,A,2023,PTOT,185178.0
2025-COM-01024,A,2023,PMUN,3409.0
2025-DEP-14,A,2023,PCAP,13538.0
2025-DEP-95,A,2023,PCAP,9289.0
2025-DEP-06,A,2023,PCAP,14085.0
2025-COM-01008,A,2023,PTOT,776.0
2025-COM-01021,A,2023,PMUN,1528.0
2025-DEP-27,A,2023,PTOT,616217.0
2025-COM-01012,A,2023,PMUN,331.0
2025-DEP-23,A,2023,PTOT,118760.0
2025-ARR-9711,A,2023,PCAP,2478.0
2025-ARR-262,A,2023,PCAP,4079.0
2025-ARR-421,A,2023,PMUN,187661.0
2025-ARR-042,A,2023,PMUN,11495.0
